,carrera,curso,universidad,ciclo,texto_limpio,tokens
1159,Administración y Ciencia de Datos para Negocio,inteligencia artificial para negocios,Universidad Tecnológica del Perú (UTP),8,inteligencia artificial negocios,"['inteligencia', 'artificial', 'negocios']"
1160,Administración y Ciencia de Datos para Negocio,liderazgo y estrategias de negociacion,Universidad Tecnológica del Perú (UTP),8,liderazgo estrategias negociacion,"['liderazgo', 'estrategias', 'negociacion']"
1161,Administración y Ciencia de Datos para Negocio,valorizacion de datos,Universidad Tecnológica del Perú (UTP),8,valorizacion datos,"['valorizacion', 'datos']"
1162,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),8,electivo,['electivo']
1163,Administración y Ciencia de Datos para Negocio,gerencia estrategica en organizaciones conscientes,Universidad Tecnológica del Perú (UTP),9,gerencia estrategica organizaciones conscientes,"['gerencia', 'estrategica', 'organizaciones', 'conscientes']"
1164,Administración y Ciencia de Datos para Negocio,inteligencia artificial para negocios,Universidad Tecnológica del Perú (UTP),9,inteligencia artificial negocios,"['inteligencia', 'artificial', 'negocios']"
1165,Administración y Ciencia de Datos para Negocio,metodologia de la investigacion,Universidad Tecnológica del Perú (UTP),9,metodologia investigacion,"['metodologia', 'investigacion']"
1166,Administración y Ciencia de Datos para Negocio,metodologias agiles para analytics,Universidad Tecnológica del Perú (UTP),9,metodologias agiles analytics,"['metodologias', 'agiles', 'analytics']"
1167,Administración y Ciencia de Datos para Negocio,sistemas integrados de gestion,Universidad Tecnológica del Perú (UTP),9,sistemas integrados gestion,"['sistemas', 'integrados', 'gestion']"
1168,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),9,electivo,['electivo']
1169,Administración y Ciencia de Datos para Negocio,analitica prescriptiva para la gestion,Universidad Tecnológica del Perú (UTP),10,analitica prescriptiva gestion,"['analitica', 'prescriptiva', 'gestion']"
1170,Administración y Ciencia de Datos para Negocio,cti seminario de tesis,Universidad Tecnológica del Perú (UTP),10,cti seminario tesis,"['cti', 'seminario', 'tesis']"
1171,Administración y Ciencia de Datos para Negocio,gestion y estrategia de datos,Universidad Tecnológica del Perú (UTP),10,gestion estrategia datos,"['gestion', 'estrategia', 'datos']"
1172,Administración y Ciencia de Datos para Negocio,gobierno y etica del dato,Universidad Tecnológica del Perú (UTP),10,gobierno etica dato,"['gobierno', 'etica', 'dato']"
1173,Administración y Ciencia de Datos para Negocio,taller de toma de decisiones gerenciales,Universidad Tecnológica del Perú (UTP),10,taller toma decisiones gerenciales,"['taller', 'toma', 'decisiones', 'gerenciales']"
1174,Administración y Ciencia de Datos para Negocio,electivo,Universidad Tecnológica del Perú (UTP),10,electivo,['electivo']
1175,Ingeniería de Software,aprendizaje estrategico y liderazgo,Universidad Tecnológica del Perú (UTP),1,aprendizaje estrategico liderazgo,"['aprendizaje', 'estrategico', 'liderazgo']"
1176,Ingeniería de Software,critica y comunicacion,Universidad Tecnológica del Perú (UTP),1,critica comunicacion,"['critica', 'comunicacion']"
1177,Ingeniería de Software,matematica basica,Universidad Tecnológica del Perú (UTP),1,matematica basica,"['matematica', 'basica']"
1178,Ingeniería de Software,pensamiento critico aplicado,Universidad Tecnológica del Perú (UTP),1,pensamiento critico aplicado,"['pensamiento', 'critico', 'aplicado']"
1179,Ingeniería de Software,sistemas y sociedad,Universidad Tecnológica del Perú (UTP),1,sistemas sociedad,"['sistemas', 'sociedad']"
1180,Ingeniería de Software,introduccion a los algoritmos,Universidad Tecnológica del Perú (UTP),1,introduccion algoritmos,"['introduccion', 'algoritmos']"
1181,Ingeniería de Software,calculo,Universidad Tecnológica del Perú (UTP),2,calculo,['calculo']
1182,Ingeniería de Software,seminario de investigacion academica,Universidad Tecnológica del Perú (UTP),2,seminario investigacion academica,"['seminario', 'investigacion', 'academica']"
1183,Ingeniería de Software,algoritmos,Universidad Tecnológica del Perú (UTP),2,algoritmos,['algoritmos']
1184,Ingeniería de Software,aplicaciones de ingenieria de software,Universidad Tecnológica del Perú (UTP),2,aplicaciones ingenieria software,"['aplicaciones', 'ingenieria', 'software']"
1185,Ingeniería de Software,organizacion y direccion de empresas,Universidad Tecnológica del Perú (UTP),2,organizacion direccion empresas,"['organizacion', 'direccion', 'empresas']"
1186,Ingeniería de Software,fisica,Universidad Tecnológica del Perú (UTP),3,fisica,['fisica']
1187,Ingeniería de Software,diseno y patrones de software,Universidad Tecnológica del Perú (UTP),3,diseno patrones software,"['diseno', 'patrones', 'software']"
1188,Ingeniería de Software,estructuras de datos avanzadas,Universidad Tecnológica del Perú (UTP),3,estructuras datos avanzadas,"['estructuras', 'datos', 'avanzadas']"
1189,Ingeniería de Software,ingenieria de requisitos,Universidad Tecnológica del Perú (UTP),3,ingenieria requisitos,"['ingenieria', 'requisitos']"
1190,Ingeniería de Software,matematica discreta,Universidad Tecnológica del Perú (UTP),3,matematica discreta,"['matematica', 'discreta']"
1191,Ingeniería de Software,arquitectura de computadoras,Universidad Tecnológica del Perú (UTP),4,arquitectura computadoras,"['arquitectura', 'computadoras']"
1192,Ingeniería de Software,base de datos,Universidad Tecnológica del Perú (UTP),4,base datos,"['base', 'datos']"
1193,Ingeniería de Software,fisica,Universidad Tecnológica del Perú (UTP),4,fisica,['fisica']
1194,Ingeniería de Software,hci for ux design,Universidad Tecnológica del Perú (UTP),4,hci for ux design,"['hci', 'for', 'ux', 'design']"
1195,Ingeniería de Software,matematica computacional,Universidad Tecnológica del Perú (UTP),4,matematica computacional,"['matematica', 'computacional']"
1196,Ingeniería de Software,aplicaciones para plataformas web,Universidad Tecnológica del Perú (UTP),5,aplicaciones plataformas web,"['aplicaciones', 'plataformas', 'web']"
1197,Ingeniería de Software,calculo,Universidad Tecnológica del Perú (UTP),5,calculo,['calculo']
1198,Ingeniería de Software,desarrollo de aplicaciones open source,Universidad Tecnológica del Perú (UTP),5,desarrollo aplicaciones open source,"['desarrollo', 'aplicaciones', 'open', 'source']"
1199,Ingeniería de Software,sistemas operativos,Universidad Tecnológica del Perú (UTP),5,sistemas operativos,"['sistemas', 'operativos']"
1200,Ingeniería de Software,electivo,Universidad Tecnológica del Perú (UTP),5,electivo,['electivo']
1201,Ingeniería de Software,estadistica aplicada,Universidad Tecnológica del Perú (UTP),6,estadistica aplicada,"['estadistica', 'aplicada']"
1202,Ingeniería de Software,aplicaciones para plataformas moviles,Universidad Tecnológica del Perú (UTP),6,aplicaciones plataformas moviles,"['aplicaciones', 'plataformas', 'moviles']"
1203,Ingeniería de Software,complejidad algoritmica,Universidad Tecnológica del Perú (UTP),6,complejidad algoritmica,"['complejidad', 'algoritmica']"
1204,Ingeniería de Software,redes y comunicaciones de datos,Universidad Tecnológica del Perú (UTP),6,redes comunicaciones datos,"['redes', 'comunicaciones', 'datos']"
1205,Ingeniería de Software,electivo,Universidad Tecnológica del Perú (UTP),6,electivo,['electivo']
1206,Ingeniería de Software,arquitecturas de software,Universidad Tecnológica del Perú (UTP),7,arquitecturas software,"['arquitecturas', 'software']"
1207,Ingeniería de Software,desarrollo de soluciones iot,Universidad Tecnológica del Perú (UTP),7,desarrollo soluciones iot,"['desarrollo', 'soluciones', 'iot']"
1208,Ingeniería de Software,diseno de experimentos de ingenieria de software,Universidad Tecnológica del Perú (UTP),7,diseno experimentos ingenieria software,"['diseno', 'experimentos', 'ingenieria', 'software']"
1209,Ingeniería de Software,tecnologias e ingenieria financiera,Universidad Tecnológica del Perú (UTP),7,tecnologias ingenieria financiera,"['tecnologias', 'ingenieria', 'financiera']"
1210,Ingeniería de Software,electivo,Universidad Tecnológica del Perú (UTP),7,electivo,['electivo']
1211,Ingeniería de Software,arquitecturas de software en tecnologias emergentes,Universidad Tecnológica del Perú (UTP),8,arquitecturas software tecnologias emergentes,"['arquitecturas', 'software', 'tecnologias', 'emergentes']"
1212,Ingeniería de Software,fundamentos de investigacion academica,Universidad Tecnológica del Perú (UTP),8,fundamentos investigacion academica,"['fundamentos', 'investigacion', 'academica']"
1213,Ingeniería de Software,gerencia de proyectos en computacion,Universidad Tecnológica del Perú (UTP),8,gerencia proyectos computacion,"['gerencia', 'proyectos', 'computacion']"
1214,Ingeniería de Software,topicos de investigacion aplicada,Universidad Tecnológica del Perú (UTP),8,topicos investigacion aplicada,"['topicos', 'investigacion', 'aplicada']"
1215,Ingeniería de Software,electivo,Universidad Tecnológica del Perú (UTP),8,electivo,['electivo']
1216,Ingeniería de Software,calidad y mejora de procesos de software,Universidad Tecnológica del Perú (UTP),9,calidad mejora procesos software,"['calidad', 'mejora', 'procesos', 'software']"
1217,Ingeniería de Software,desarrollo agile de productos de software,Universidad Tecnológica del Perú (UTP),9,desarrollo agile productos software,"['desarrollo', 'agile', 'productos', 'software']"
1218,Ingeniería de Software,trabajo de investigacion,Universidad Tecnológica del Perú (UTP),9,trabajo investigacion,"['trabajo', 'investigacion']"
1219,Ingeniería de Software,electivo,Universidad Tecnológica del Perú (UTP),9,electivo,['electivo']
1220,Ingeniería de Software,cti trabajo de investigacion,Universidad Tecnológica del Perú (UTP),10,cti trabajo investigacion,"['cti', 'trabajo', 'investigacion']"
1221,Ingeniería de Software,electivo,Universidad Tecnológica del Perú (UTP),10,electivo,['electivo']
1222,Ingeniería de Sistemas de Información,aprendizaje estrategico y liderazgo,Universidad Tecnológica del Perú (UTP),1,aprendizaje estrategico liderazgo,"['aprendizaje', 'estrategico', 'liderazgo']"
1223,Ingeniería de Sistemas de Información,critica y comunicacion,Universidad Tecnológica del Perú (UTP),1,critica comunicacion,"['critica', 'comunicacion']"
1224,Ingeniería de Sistemas de Información,matematica basica,Universidad Tecnológica del Perú (UTP),1,matematica basica,"['matematica', 'basica']"
1225,Ingeniería de Sistemas de Información,pensamiento critico aplicado,Universidad Tecnológica del Perú (UTP),1,pensamiento critico aplicado,"['pensamiento', 'critico', 'aplicado']"
1226,Ingeniería de Sistemas de Información,sistemas y sociedad,Universidad Tecnológica del Perú (UTP),1,sistemas sociedad,"['sistemas', 'sociedad']"
1227,Ingeniería de Sistemas de Información,fundamentos en programacion,Universidad Tecnológica del Perú (UTP),1,fundamentos programacion,"['fundamentos', 'programacion']"
1228,Ingeniería de Sistemas de Información,calculo,Universidad Tecnológica del Perú (UTP),2,calculo,['calculo']
1229,Ingeniería de Sistemas de Información,seminario de investigacion academica,Universidad Tecnológica del Perú (UTP),2,seminario investigacion academica,"['seminario', 'investigacion', 'academica']"
1230,Ingeniería de Sistemas de Información,lenguaje de programacion,Universidad Tecnológica del Perú (UTP),2,lenguaje programacion,"['lenguaje', 'programacion']"
1231,Ingeniería de Sistemas de Información,organizacion y direccion de empresas,Universidad Tecnológica del Perú (UTP),2,organizacion direccion empresas,"['organizacion', 'direccion', 'empresas']"
1232,Ingeniería de Sistemas de Información,programacion orientada a objetos,Universidad Tecnológica del Perú (UTP),2,programacion orientada objetos,"['programacion', 'orientada', 'objetos']"
1233,Ingeniería de Sistemas de Información,fisica,Universidad Tecnológica del Perú (UTP),3,fisica,['fisica']
1234,Ingeniería de Sistemas de Información,base de datos,Universidad Tecnológica del Perú (UTP),3,base datos,"['base', 'datos']"
1235,Ingeniería de Sistemas de Información,contabilidad y presupuestos,Universidad Tecnológica del Perú (UTP),3,contabilidad presupuestos,"['contabilidad', 'presupuestos']"
1236,Ingeniería de Sistemas de Información,ingenieria de requisitos,Universidad Tecnológica del Perú (UTP),3,ingenieria requisitos,"['ingenieria', 'requisitos']"
1237,Ingeniería de Sistemas de Información,matematica discreta,Universidad Tecnológica del Perú (UTP),3,matematica discreta,"['matematica', 'discreta']"
1238,Ingeniería de Sistemas de Información,arquitectura de computadoras y sistemas operativos,Universidad Tecnológica del Perú (UTP),4,arquitectura computadoras sistemas operativos,"['arquitectura', 'computadoras', 'sistemas', 'operativos']"
1239,Ingeniería de Sistemas de Información,fisica,Universidad Tecnológica del Perú (UTP),4,fisica,['fisica']
1240,Ingeniería de Sistemas de Información,hci for ux design,Universidad Tecnológica del Perú (UTP),4,hci for ux design,"['hci', 'for', 'ux', 'design']"
1241,Ingeniería de Sistemas de Información,matematica computacional,Universidad Tecnológica del Perú (UTP),4,matematica computacional,"['matematica', 'computacional']"
1242,Ingeniería de Sistemas de Información,electivo,Universidad Tecnológica del Perú (UTP),4,electivo,['electivo']
1243,Ingeniería de Sistemas de Información,estadistica aplicada,Universidad Tecnológica del Perú (UTP),5,estadistica aplicada,"['estadistica', 'aplicada']"
1244,Ingeniería de Sistemas de Información,arquitectura empresarial,Universidad Tecnológica del Perú (UTP),5,arquitectura empresarial,"['arquitectura', 'empresarial']"
1245,Ingeniería de Sistemas de Información,calculo,Universidad Tecnológica del Perú (UTP),5,calculo,['calculo']
